,id,Account Created At(same for all rows),status created_at,Fav_cont,retweeted_count,reply_to_status,reply_to_screen,quote,Yes/No,Category,text
10,https://twitter.com/CDCemergency/status/1315695522859094016,Wed Jan 28 16:07:50 +0000 2009,10/12/2020 16:47,0,15,repNone,,FALSE,No,,"RT @NIOSH: Work-related hazards faced by emergency responders include: electrical hazards, Carbon Monoxide, musculoskeletal hazards, heat sâ¦"
11,https://twitter.com/CDCemergency/status/1315677381340823555,Wed Jan 28 16:07:50 +0000 2009,10/12/2020 15:35,97,71,repNone,,FALSE,Yes,Prevention,"Help prevent the spread of #COVID19. Avoid close contact with people who are sick, wash hands often for at least 20 seconds, avoid touching your face, &amp; keep 6 feet between yourself &amp; others. https://t.co/WaI3wjePtU https://t.co/2oj4MPWjTA"
12,https://twitter.com/CDCemergency/status/1315475725370171392,Wed Jan 28 16:07:50 +0000 2009,10/12/2020 2:13,0,125,repNone,,FALSE,No,,"RT @CDCgov: Have you lost power? Unopened, full freezers will keep food safe for 48 hours during power outage; 24 hours if half-full. httpsâ¦"
13,https://twitter.com/CDCemergency/status/1315404357442174978,Wed Jan 28 16:07:50 +0000 2009,10/11/2020 21:30,25,19,repNone,,FALSE,Yes,outbreak ,Everyone reacts differently to stressful situations. Finding ways to practice #selfcare can help reduce your stress during the #COVID19 pandemic. Find healthy ways to cope with stress: https://t.co/wXnutfd7UA #PrepYourHealth #SelfCareSunday https://t.co/jngVGa3Jlj
14,https://twitter.com/CDCemergency/status/1315305141348831233,Wed Jan 28 16:07:50 +0000 2009,10/11/2020 14:55,0,20,repNone,,FALSE,No,,"RT @CDCEnvironment: After a power outage, perishable food in your refrigerator may not be safe to eat. NEVER taste food to determine its saâ¦"
15,https://twitter.com/CDCemergency/status/1315284786232143877,Wed Jan 28 16:07:50 +0000 2009,10/11/2020 13:35,24,17,repNone,,FALSE,No,,"Learn to use a backup generator safely in a power outage:  â Operate generators outside &amp; in a dry area. â Place generators at least 20 ft. from any window, door, or vent. â Test the batteries in your CO detectors.  Learn more: https://t.co/tG6jnSDt3I #PrepYourHealth #Delta https://t.co/3WvVvI3a1R"
16,https://twitter.com/CDCemergency/status/1315094853596913664,Wed Jan 28 16:07:50 +0000 2009,10/11/2020 1:00,0,8,repNone,,FALSE,No,,"RT @CDC_DRH: #Pregnant? Talk with your health care provider to learn signs of early labor, especially after a disaster. https://t.co/SWrw8Xâ¦"
17,https://twitter.com/CDCemergency/status/1315015222160220161,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 19:43,0,4,repNone,,FALSE,No,,RT @CDC_DRH: Have a baby &amp; staying in an emergency shelter? Be sure your baby sleeps on his or her back in a portable crib or bassinet duriâ¦
18,https://twitter.com/CDCemergency/status/1315015115163525121,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 19:43,0,68,repNone,,FALSE,No,,"RT @CDCgov: #Flood waters may pose risks, including drowning, injuries, and hazards from chemicals, sewage, or bacteria that may be in theâ¦"
19,https://twitter.com/CDCemergency/status/1315015051133308929,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 19:43,0,14,repNone,,FALSE,No,,RT @CDCEnvironment: Watch out for fallen power lines that may be hanging overhead. Never touch a downed power line or anything touching oneâ¦
20,https://twitter.com/CDCemergency/status/1315004324934750214,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 19:00,12,11,repNone,,FALSE,Yes,prevention,"#DYK itâs not safe to put a mask on your pet? While pets can get #COVID19 from people, the risk of pets spreading COVID-19 is low. Instead, protect your pet by limiting their contact with sick people and people outside the household. https://t.co/wfbIU7ugT4 https://t.co/Cmliak0PUN"
21,https://twitter.com/CDCemergency/status/1314923661976051712,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 13:40,43,26,repNone,,FALSE,No,,Tips to help you #PrepYourHealth for &amp; respond to a power outage:    ð Charge mobile &amp; medical devices. ð¡ Learn how to use backup generators safely. â¡ Never touch a downed power line or anything touching one. ð· Stay clear of work crews.  More:  https://t.co/zmfMVFmfoQ #Delta https://t.co/fEbnJ9lX2q
22,https://twitter.com/CDCemergency/status/1314912874574295047,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 12:57,0,42,repNone,,FALSE,No,,"RT @NWS: For the latest information on #Delta, Please visit https://t.co/TEceeVALee or https://t.co/meemB5d6ch https://t.co/YTBKtUWDCI"
23,https://twitter.com/CDCemergency/status/1314912665039507458,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 12:56,0,6,repNone,,TRUE,No,,RT @CDC_TB: If you are currently taking treatment for TB disease and are affected by #HurricaneDelta - contact your state or local #TB progâ¦
24,https://twitter.com/CDCemergency/status/1314912092403765248,Wed Jan 28 16:07:50 +0000 2009,10/10/2020 12:54,0,79,repNone,,FALSE,No,,"RT @CDCEnvironment: If the power goes out, use generators safely to prevent carbon monoxide poisoning. Keep them outside, at least 20 feetâ¦"
25,https://twitter.com/CDCemergency/status/1314673264439025665,Wed Jan 28 16:07:50 +0000 2009,10/9/2020 21:05,71,63,repNone,,FALSE,Yes,Outbreak; Prevention,"When you #WearAMask, you help protect those around you from #COVID19. When others wear their mask, they help protect those around them, including you. Learn how to wear your mask correctly: https://t.co/cCJRgXDQAk #PrepYourHealth https://t.co/GjGMArHhac"
26,https://twitter.com/CDCemergency/status/1314627023160119296,Wed Jan 28 16:07:50 +0000 2009,10/9/2020 18:01,0,7,repNone,,FALSE,No,,RT @CDC_DRH: Take actions to help your baby sleep safely if you need to leave your home for #Delta. Learn more: https://t.co/SWrw8XKTBD. #Wâ¦
27,https://twitter.com/CDCemergency/status/1314624551997894657,Wed Jan 28 16:07:50 +0000 2009,10/9/2020 17:51,0,25,repNone,,FALSE,No,,"RT @CDCEnvironment: #Floods can be devastating, but you can be prepared. Remember to never drive through flooded waters. Visit the CDC websâ¦"
28,https://twitter.com/CDCemergency/status/1314566577019289600,Wed Jan 28 16:07:50 +0000 2009,10/9/2020 14:01,19,7,repNone,,FALSE,No,,"Storms like #Delta don't ONLY affect people living on the coast. Donât hesitate, evacuate if asked to by local authorities. Be #prepared to go with an #emergency action plan &amp; âgo bagsâ customized to your familyâs needs. More: https://t.co/vMSKlA7FDw #PrepYourHealth #WeatherReady https://t.co/yFOTGgNk3d"
29,https://twitter.com/CDCemergency/status/1314311280929447937,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 21:06,0,126,repNone,,FALSE,Yes,Outbreak; Prevention,"RT @CDCgov: During the pandemic, friends &amp; loved ones may be at risk of harm, especially when spending more time at home. Here's how to beâ¦"
30,https://twitter.com/CDCemergency/status/1314307089997725698,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 20:50,88,65,repNone,,FALSE,Yes,Prevention,Does wearing a mask mean you donât have to practice social distancing? The answer is no. Wearing a mask while in public AND maintaining 6 feet of distance from other people are two actions to help stop the spread of #COVID19. Learn more: https://t.co/RxIwGVIdCq https://t.co/xtLQdfLy3n
31,https://twitter.com/CDCemergency/status/1314304474803040256,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 20:39,0,42,repNone,,FALSE,Yes,Prevention,"RT @CDC_NCEZID: Handwashing, along with wearing a mask and staying 6 feet from others are key to slow the spread of #COVID19.  Despite thisâ¦"
32,https://twitter.com/CDCemergency/status/1314302808951345158,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 20:33,0,10,repNone,,FALSE,No,,RT @CDCEnvironment: Keep your pets safe during #HurricaneDelta. Pay attention to local guidance about updated plans for evacuations and sheâ¦
33,https://twitter.com/CDCemergency/status/1314230646735343617,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 15:46,0,60,repNone,,FALSE,No,,RT @NWS: Hurricane conditions and life-threatening storm surge expected to begin along portions of the northern Gulf Coast on Friday. Prepaâ¦
34,https://twitter.com/CDCemergency/status/1314229876849807361,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 15:43,0,219,repNone,,FALSE,No,,RT @NWS: â¼ï¸ Important â¼ï¸ Today is the LAST DAY to prepare for Hurricane #Delta. Evacuation zones are based on potential storm surge. When eâ¦
35,https://twitter.com/CDCemergency/status/1314224616618029057,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 15:22,0,11,repNone,,FALSE,No,,"RT @CDC_Cancer: Medicine, medical equipment, and specialized medical care â cancer survivors have a lot to consider in an emergency like aâ¦"
36,https://twitter.com/CDCemergency/status/1314224327282352128,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 15:21,0,18,repNone,,FALSE,No,,"RT @CDCgov: HCPs: Donât miss todayâs CDC Clinician Outreach and Communication (COCA) call, âRecommendations for Influenza Prevention and Trâ¦"
37,https://twitter.com/CDCemergency/status/1314197624518594560,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 13:35,57,44,repNone,,FALSE,No,,"Have multiple ways to #StayInformed during #Delta: ð» Monitor local TV &amp; radio ð± Make sure Wireless Emergency Alerts are turned on â Follow trusted sources of info on social media, such as your local  @NWS Forecast Office: https://t.co/z2hVB71yhD  #PrepYourHealth #WeatherReady https://t.co/1iVryQv16U"
38,https://twitter.com/CDCemergency/status/1314192387523194880,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 13:14,0,391,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: In the past week, there were over 300,000 new #COVID19 cases reported, with 7 states reporting more than 10,000 new cases each.â¦"
39,https://twitter.com/CDCemergency/status/1314189173591617537,Wed Jan 28 16:07:50 +0000 2009,10/8/2020 13:01,0,10,repNone,,FALSE,No,,RT @NIOSH: First responders preparing for #HurricaneDelta: NIOSH resources are available to help keep you safe while saving others. https:/â¦
40,https://twitter.com/CDCemergency/status/1313971123181289474,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 22:35,30,20,repNone,,FALSE,No,,"Give yourself enough time to #prepare for emergencies. If you must shop for #emergency supplies in person, take steps to protect yourself &amp; those around you from #COVID19. https://t.co/9nLjvaNSpI #PrepYourHealth #Delta https://t.co/eBgw8DB57D"
41,https://twitter.com/CDCemergency/status/1313948490670788609,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 21:05,89,63,repNone,,FALSE,Yes, Outbreak; Prevention,"#WearAMask to help slow the spread of #COVID19. When removing your mask, handle only the ear loops or ties, and fold the outside corners together. Be careful not to touch your eyes, nose, or mouth, and wash your hands after removing. Learn more: https://t.co/easmKh2UTu https://t.co/ORcCy944ST"
42,https://twitter.com/CDCemergency/status/1313945190143586305,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 20:51,0,9,repNone,,FALSE,No,,"RT @CDC_Cancer: If you have cancer and live in an area that may be affected by a #hurricane, talk to your provider to put a plan in place.â¦"
43,https://twitter.com/CDCemergency/status/1313918624642535433,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 19:06,0,22,repNone,,FALSE,No,,"RT @CDCgov: #HCPs: Mark your calendar for Thursday, October 8th for CDC Clinician Outreach and Communication (COCA) call, âRecommendationsâ¦"
44,https://twitter.com/CDCemergency/status/1313903119600943105,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 18:04,0,37,repNone,,FALSE,No,,RT @CDCEnvironment: Stay safe during #HurricaneDelta. Know a safe place to shelter and have several ways to receive weather alerts. https:/â¦
45,https://twitter.com/CDCemergency/status/1313826720265506816,Wed Jan 28 16:07:50 +0000 2009,10/7/2020 13:01,154,126,repNone,,FALSE,Yes,Outbreak; Prevention,"#WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If youâre not wearing your mask correctly, #COVID19 particles can spread. Learn more: https://t.co/easmKh2UTu https://t.co/M6ZRo0wI8T"
46,https://twitter.com/CDCemergency/status/1313524755799183363,Wed Jan 28 16:07:50 +0000 2009,10/6/2020 17:01,81,75,repNone,,FALSE,Yes,Outbreak; Symptoms,"While #flu and #COVID19 have some symptoms in common, change in or loss of taste or smell are symptoms only associated with COVID-19. #StayInformed about the differences between flu and COVID-19 here: https://t.co/Uf4nhd9Y7K https://t.co/k7lUhfJYjP"
47,https://twitter.com/CDCemergency/status/1313458932325724160,Wed Jan 28 16:07:50 +0000 2009,10/6/2020 12:39,0,429,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: CDC updates #COVID19 guidance, incl. information about potential for airborne spread. Based on current science, CDC believes peâ¦"
48,https://twitter.com/CDCemergency/status/1313201340609376256,Wed Jan 28 16:07:50 +0000 2009,10/5/2020 19:36,0,106,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: Thank you, essential workers! Your work keeps our communities going but may put you at higher risk of being exposed to #flu orâ¦"
49,https://twitter.com/CDCemergency/status/1313155530727321600,Wed Jan 28 16:07:50 +0000 2009,10/5/2020 16:34,0,42,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: Attend todayâs CDC COVID-19 Partner Update Call, Mon, Oct 5, at 3pm ET via Zoom.  Topic: Wear It, Donât Share It â The Art andâ¦"
50,https://twitter.com/CDCemergency/status/1313118048623230976,Wed Jan 28 16:07:50 +0000 2009,10/5/2020 14:05,28,19,repNone,,FALSE,Yes,Outbreak,Parents: Keep your #child healthy by taking them for routine well-child and vaccine visits. These visits continue to be important during the #COVID19 pandemic. Learn more: https://t.co/MU9ptzV5i0 https://t.co/U90q1xZk4k
51,https://twitter.com/CDCemergency/status/1313114365621657600,Wed Jan 28 16:07:50 +0000 2009,10/5/2020 13:50,0,21,repNone,,FALSE,No,,RT @CDCDiabetes: Are you prepared for flu season? Knowing the symptoms and treatments for the flu is especially important for people with câ¦
52,https://twitter.com/CDCemergency/status/1313101249529745409,Wed Jan 28 16:07:50 +0000 2009,10/5/2020 12:58,0,850,repNone,,FALSE,No,,RT @NHC_Atlantic: Tropical Storm #Delta has formed over the northwestern Caribbean Sea.  Additional strengthening is likely and the systemâ¦
53,https://twitter.com/CDCemergency/status/1312861316445614084,Wed Jan 28 16:07:50 +0000 2009,10/4/2020 21:05,68,54,repNone,,FALSE,Yes,Outbreak,"Everyone reacts differently to stressful situations. You may feel anxious, angry, sad, or overwhelmed. If you or a loved one is feeling overwhelmed, get support 24/7 by calling 1-800-985-5990 or text TalkWithUs to 66746. #PrepYourHealth #SelfCareSunday https://t.co/89MBwBGcib"
54,https://twitter.com/CDCemergency/status/1312741781881139201,Wed Jan 28 16:07:50 +0000 2009,10/4/2020 13:10,187,121,repNone,,FALSE,Yes,Prevention,"#WearAMask to help slow the spread of #COVID19. When removing your mask, handle only the ear loops or ties, and fold the outside corners together. Be careful not to touch your eyes, nose, or mouth, and wash your hands after removing. Learn more: https://t.co/easmKh2UTu https://t.co/NPXLuGJZRj"
55,https://twitter.com/CDCemergency/status/1312502699561160710,Wed Jan 28 16:07:50 +0000 2009,10/3/2020 21:20,81,15,repNone,,FALSE,Yes,Outbreak,"Meet Vince, a 12-yr-old who in March went from making miniature cars &amp; game pieces on his 3D printer to printing face shields for others. Read more about Vince &amp; how he turned his hobby into a way to #GetInvolved in his community: https://t.co/wb1GaKPYAj #PrepYourHealth https://t.co/V1HZuSBU6U"
56,https://twitter.com/CDCemergency/status/1312393248250486784,Wed Jan 28 16:07:50 +0000 2009,10/3/2020 14:05,123,104,repNone,,FALSE,Yes,Outbreak; Prevention,"#WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If youâre not wearing your mask correctly, #COVID19 particles can spread. Learn more: https://t.co/easmKh2UTu https://t.co/h0Yhp9pNv5"
57,https://twitter.com/CDCemergency/status/1312136546955395072,Wed Jan 28 16:07:50 +0000 2009,10/2/2020 21:05,16,14,repNone,,FALSE,Yes,Outbreak,"Give yourself more than enough time to #PrepYourHealth for disasters. If you must shop for #emergency supplies in person, take steps to protect yourself &amp; those around you from #COVID19. https://t.co/9nLjvawh18 #WearAMask https://t.co/cfr4igchXf"
58,https://twitter.com/CDCemergency/status/1312054767808638977,Wed Jan 28 16:07:50 +0000 2009,10/2/2020 15:40,137,112,repNone,,FALSE,Yes,Outbreak; Prevention,"When you #WearAMask, you help protect those around you from #COVID19. When others wear their mask, they help protect those around them, including you. Learn how to wear your mask correctly: https://t.co/cCJRgXDQAk #PrepYourHealth https://t.co/ay6BukPA8s"
59,https://twitter.com/CDCemergency/status/1311780512302870530,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 21:30,11,8,repNone,,FALSE,Yes,Outbreak,"Help meet the physical, spiritual, &amp; mental #health needs of neighbors by working with others, including #community &amp; faith-based orgs. Connecting people with goods &amp; services, such as food &amp; shelter, is one way to #CareForEachOther. More: https://t.co/eZy0nCdsyT #PrepYourHealth https://t.co/zPOwgIGNbC"
60,https://twitter.com/CDCemergency/status/1311751771811872769,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 19:36,0,7,repNone,,FALSE,Yes,Outbreak; Prevention,"A new CDC MMWR offers a snapshot of the partnership between CDC and state, tribal, local, and territorial health agencies in the first 6 months of the pandemic to better understand #COVID19 and inform guidance to prevent its spread."
61,https://twitter.com/CDCemergency/status/1311672250173722624,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 14:20,15,10,repNone,,FALSE,Yes,Outbreak,"Parents: Think your child may have #COVID19? Keep your child home and call their healthcare provider. If you think your child needs emergency care, call 911 or go to the ER immediately. Learn more: https://t.co/ut2Yd8ophS https://t.co/4ZsOVYm5gx"
62,https://twitter.com/CDCemergency/status/1311662498781814784,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 13:41,0,312,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: As of September 27, #COVID19 cases were trending upward in 26 states, especially in the West and central parts of the country.â¦"
63,https://twitter.com/CDCemergency/status/1311647951614345216,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 12:43,0,102,repNone,,FALSE,No,,"RT @CDCgov: With over 87.5 million doses of flu vaccine already distributed, the 2020-2021 #fluvaccine is available now! September and Octoâ¦"
64,https://twitter.com/CDCemergency/status/1311647846593069056,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 12:43,0,17,repNone,,FALSE,No,,RT @CDCFlu: Clinicians: Put your practice on the map. Register today for https://t.co/2bQQNRUpU8 and ensure that your community has the mosâ¦
65,https://twitter.com/CDCemergency/status/1311646580085317633,Wed Jan 28 16:07:50 +0000 2009,10/1/2020 12:38,0,189,repNone,,FALSE,Yes,Prevention,RT @HHSGov: A mask is one of the best ways to help protect yourself and others from getting #COVID19. Make sure you wash reusable masks witâ¦
66,https://twitter.com/CDCemergency/status/1311430637774135296,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 22:20,19,4,repNone,,FALSE,No,,"Photographers have had to find new ways to #StayConnected &amp; creative from home. Inspired by nature, some of them created mini landscapes using household items. Learn how they are using their art for self-care &amp; to #InspireOthers: https://t.co/oIyzri9WzS #PrepYourHealth #NatlPrep https://t.co/vz4P7Uwf2Y"
67,https://twitter.com/CDCemergency/status/1311417208371851270,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 21:26,0,246,repNone,,FALSE,Yes,Prevention,"RT @CDCgov: #DYK? Cloth masks should be washed after each use. Masks, when combined with other every day steps like washing your hands ofteâ¦"
68,https://twitter.com/CDCemergency/status/1311395733438967815,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 20:01,0,48,repNone,,FALSE,Yes,Outbreak,"RT @CDCgov: Join the next CDC COVID-19 Partner Update Call, Monday, Oct. 5, at 3pm ET via Zoom. Topic: Wear It, Donât Share It â The Art anâ¦"
69,https://twitter.com/CDCemergency/status/1311360450106462210,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 17:41,0,35,repNone,,FALSE,No,,"RT @CDCEnvironment: Are you ready? Preparedness starts at home, in your communities, workplaces, and schools. During National Preparednessâ¦"
70,https://twitter.com/CDCemergency/status/1311338829102616577,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 16:15,146,112,repNone,,FALSE,Yes,Prevention,"#WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fully covers your nose and mouth. If youâre not wearing your mask correctly, #COVID19 particles can spread. Learn more: https://t.co/easmKh2UTu https://t.co/q3VT7J7EGW"
71,https://twitter.com/CDCemergency/status/1311297377689653248,Wed Jan 28 16:07:50 +0000 2009,9/30/2020 13:30,0,9,repNone,,FALSE,No,,RT @CDC_DRH: Preparing for or recovering from a disaster may be especially stressful for #pregnant women or parents of young infants. Celebâ¦
72,https://twitter.com/CDCemergency/status/1311056925468000260,Wed Jan 28 16:07:50 +0000 2009,9/29/2020 21:35,27,15,repNone,,FALSE,Yes,Outbreak,"Help meet the physical, spiritual, &amp; mental health needs of your #community by working together. Connecting people with goods &amp; services, such as food or shelter, is one way community &amp; faith-based orgs can promote #HealthEquity during #COVID19. More: https://t.co/WbEvOBPXFt https://t.co/rEdtQb458U"
73,https://twitter.com/CDCemergency/status/1311025945696972807,Wed Jan 28 16:07:50 +0000 2009,9/29/2020 19:31,0,123,repNone,,FALSE,No,,RT @CDCgov: Vaccination is one of the best ways #parents can protect their children from 14 serious diseases before the age of two. For eveâ¦
74,https://twitter.com/CDCemergency/status/1310961339985207298,Wed Jan 28 16:07:50 +0000 2009,9/29/2020 15:15,16,13,repNone,,FALSE,No,,"If you have a child with special healthcare needs, you &amp; your family can #prepare ahead of an #emergency event by developing a written emergency care plan &amp; practicing that plan. Get started with our emergency kit checklists: https://t.co/z3MktTwhzV #PrepYourHealth #NatlPrep https://t.co/QN8iWdBzy3"
75,https://twitter.com/CDCemergency/status/1310955651519086594,Wed Jan 28 16:07:50 +0000 2009,9/29/2020 14:52,0,94,repNone,,FALSE,Yes,Outbreak; Symptoms,"RT @CDCFlu: Because #flu and #COVID19 have common symptoms, it may be hard to tell the difference between them based on symptoms alone. Labâ¦"
76,https://twitter.com/CDCemergency/status/1310921220230123521,Wed Jan 28 16:07:50 +0000 2009,9/29/2020 12:35,0,130,repNone,,FALSE,No,,RT @CDCgov: Getting a #fluvaccine is more important than ever â and the best protection from #flu this winter. Protect yourself and your loâ¦
77,https://twitter.com/CDCemergency/status/1310716194148802560,Wed Jan 28 16:07:50 +0000 2009,9/28/2020 23:01,31,7,repNone,,FALSE,No,,"In March, neighbors in Evanston, Ill., came together to create a network of ""give &amp; take"" bins as a way to get food &amp; other necessities to neighbors in need. Learn more about this community's efforts to #CareForEachOther: https://t.co/3rnqvdrNXD #PrepYourHealth #NatlPrep https://t.co/gCXgTnB4cb"
78,https://twitter.com/CDCemergency/status/1310681419669266432,Wed Jan 28 16:07:50 +0000 2009,9/28/2020 20:42,0,75,repNone,,FALSE,No,,"RT @CDCgov: Catching a flight? Keep these key times in mind for when to stay 6 feet apart from others at the airport. Remember to take other steps too, such as wearing a mask throughout your trip and washing your hands often. Learn more: https://go.usa.gov/xGR6W."
79,https://twitter.com/CDCemergency/status/1310658607336378368,Wed Jan 28 16:07:50 +0000 2009,9/28/2020 19:12,0,30,repNone,,FALSE,No,,"RT @CDCgov: Laboratory professionals: Assess your knowledge of potential biothreat agents you may encounter during routine laboratory work-ups of blood, bodily fluids, and other specimens with CDC's Biothreat Preparedness Training: http://bit.ly/32603id."
80,https://twitter.com/CDCemergency/status/1310580438809935874,Wed Jan 28 16:07:50 +0000 2009,9/28/2020 14:01,49,44,repNone,,FALSE,Yes,Outbreak; Prevention,"When you #WearAMask, you help protect those around you from #COVID19. When others wear their mask, they help protect those around them, including you. Learn how to wear your mask correctly: https://t.co/cCJRgXDQAk #DoYourPart #PrepYourHealth #NatlPrep https://t.co/gMRrjAJ9Bq"
81,https://twitter.com/CDCemergency/status/1310546960273809408,Wed Jan 28 16:07:50 +0000 2009,9/28/2020 11:48,0,71,repNone,,FALSE,No,,"RT @CDCgov: If you have a child with special healthcare needs, you and your family can prepare ahead of an emergency event by developing a written emergency care plan and practicing that plan. Get started with our emergency kit checklists: https://bit.ly/2GYkQP2. #PrepYourHealth"
82,https://twitter.com/CDCemergency/status/1310249125422804994,Wed Jan 28 16:07:50 +0000 2009,9/27/2020 16:05,34,23,repNone,,FALSE,No,,"Here are 3 #SelfCareSunday tips to help you cope with stress: ð± Talk with people you trust about how you are feeling. ðº Take breaks from listening to or watching the news. ð¤ Eat healthy, exercise, &amp; get plenty of sleep.  More: https://t.co/gkAv79FCmF #PrepYourHealth #NatlPrep https://t.co/mBT2lk5cOp"
