id,Account Created At(same for all rows),status created_at,Fav_cont,retweeted_count,reply_to_status,reply_to_screen,quote,Yes/No,Category,text,Labels
https://twitter.com/CDCFLu/status/1314292538912788482,Mon Oct 06 16:50:46 +0000 2008,10/08/20 19:52,0,19,repNone,,FALSE,No,,RT @MedicareGov: Itâs time for your #flu shot. Itâs the most important step you can take to protect yourself and your loved ones from the fâ¦,0
https://twitter.com/CDCFLu/status/1314272065126621186,Mon Oct 06 16:50:46 +0000 2008,10/08/20 18:30,31,27,repNone,,FALSE,No,,"A6: There are many different #fluvaccines, including several injectable flu vaccines, or flu shots, and a nasal spray flu vaccine. Your doctor will recommend a flu vaccine that is right for you. Learn more at https://t.co/Xq4ZKjQI4m #HealthyLatinos https://t.co/NETZvv8LCs",0
https://twitter.com/CDCFLu/status/1314249364915785733,Mon Oct 06 16:50:46 +0000 2008,10/08/20 17:00,3,2,repNone,,FALSE,No,,"HCPs: A CDC Clinician Outreach and Communication (COCA) call, âRecommendations for Influenza Prevention and Treatment in Children: An Update for Pediatric Providers,â starts at 2 ET. If youâre unable to attend, access it online after: https://t.co/KPZLyxAPIi #fightflu https://t.co/1or9tqpjIb",0
https://twitter.com/CDCFLu/status/1314226052194066433,Mon Oct 06 16:50:46 +0000 2008,10/08/20 15:28,64,50,repNone,,FALSE,No,,"Getting a #fluvaccine is more important than ever. @CDCgov &amp; @NFIDvaccines kicked-off this yearâs #flu campaign with a reminder to roll your #SleeveUp and get your #flushot to protect our families, communities and essential workers. https://t.co/D5yLPLaj4A https://t.co/asQXlKmgSR",0
https://twitter.com/CDCFLu/status/1314204750317940736,Mon Oct 06 16:50:46 +0000 2008,10/08/20 14:03,0,12,repNone,,FALSE,No,,RT @CDCMMWR: US vaccination data indicate 4 out of 10 #pregnant women did not get a #flushot during flu season &amp; Tdap #vaccine during theirâ¦,0
https://twitter.com/CDCFLu/status/1313930868801634306,Mon Oct 06 16:50:46 +0000 2008,10/07/20 19:55,85,59,repNone,,FALSE,No,,New CDC data show that people in some racial and ethnic minority groups are more likely to be hospitalized with #flu. Learn more about what CDC is doing to address these disparities: https://t.co/Dxdhc4z8wC https://t.co/NoPVMIapKd,0
https://twitter.com/CDCFLu/status/1313904997915131904,Mon Oct 06 16:50:46 +0000 2008,10/07/20 18:12,0,47,repNone,,FALSE,No,,"RT @CDCgov: Weâre teaming up with @AdCouncil, @AmerMedicalAssn, and @CDCflu to encourage everyone to get their annual flu shotâitâs one thiâ¦",0
https://twitter.com/CDCFLu/status/1313890606255689728,Mon Oct 06 16:50:46 +0000 2008,10/07/20 17:15,23,23,repNone,,FALSE,No,,Want to help health care workers and hospitals right now? Get your flu shot to keep yourself and loved ones healthy â so that doctors and nurses can continue caring for COVID-19 patients. Learn more at https://t.co/bdvA9dR2Yi.  #NoTimeForFlu  #FightFlu @AdCouncil @AmerMedicalAssn https://t.co/oet66Jw8OH,1
https://twitter.com/CDCFLu/status/1313860646761623553,Mon Oct 06 16:50:46 +0000 2008,10/07/20 15:16,8,1,repNone,,FALSE,No,,"ICYMI: A CDC Clinician Outreach and Communication (COCA) call, âRecommendations for Influenza Prevention and Treatment in Children: An Update for Pediatric Providers,â is scheduled tomorrow, 10/8, from 2-3 pm ET: https://t.co/OlRgr58Tut #fightflu https://t.co/txkM7PDCD6",0
https://twitter.com/CDCFLu/status/1313850623914278914,Mon Oct 06 16:50:46 +0000 2008,10/07/20 14:36,0,69,repNone,,FALSE,No,,RT @HHSGov: Getting a #FluVaccine is more important than ever. That's why senior leaders from across HHS are getting their #flu vaccines anâ¦,0
https://twitter.com/CDCFLu/status/1313813551103045632,Mon Oct 06 16:50:46 +0000 2008,10/07/20 12:08,0,19,repNone,,FALSE,No,,RT @AmerMedicalAssn: The #flushot is the most important step when it comes to protecting yourself against the #flu. #SleeveUp to get your aâ¦,0
https://twitter.com/CDCFLu/status/1313575262420901888,Mon Oct 06 16:50:46 +0000 2008,10/06/20 20:22,14,10,repNone,,FALSE,No,,"#Clinicians: New CDC study finds even in a #flu season where vaccine components were not well matched, flu vaccination prevented moderate to severe illness in children. Make a strong flu vaccine recommendation this #fluseason. See study in Pediatrics: https://t.co/HBnznatRja https://t.co/UvHNqHgDrj",0
https://twitter.com/CDCFLu/status/1313562223596515330,Mon Oct 06 16:50:46 +0000 2008,10/06/20 19:30,45,50,repNone,,FALSE,No,,"Children, especially those younger than 2 years old, are at high risk of developing serious complications from #flu.   A first step to protect your child is getting yourself and them a #fluvaccine.  https://t.co/gd6C7pLL1q https://t.co/UAfiXlZqFE",0
https://twitter.com/CDCFLu/status/1313546069091979265,Mon Oct 06 16:50:46 +0000 2008,10/06/20 18:26,11,8,repNone,,FALSE,No,,"Vaccine Providers: Put your clinic, pharmacy, or practice on the VaccineFinder map, and help your community gain access to accurate and up-to-date information on available #vaccine services. Learn more: https://t.co/d0h2XDqKxf @VaccineFinder https://t.co/jaSMYDTV5B",0
https://twitter.com/CDCFLu/status/1313531135276843009,Mon Oct 06 16:50:46 +0000 2008,10/06/20 17:26,2,0,rep1310649040594448387,CDCFlu,FALSE,No,,"The last part of the SHARE method is âE.â  EXPLAIN the potential costs of getting #flu, like the risk of hospitalization or death, to reinforce long-term impacts of flu.   https://t.co/plSi5o9283  #FightFlu https://t.co/wp2KHkrTvx",0
https://twitter.com/CDCFLu/status/1313509591519555586,Mon Oct 06 16:50:46 +0000 2008,10/06/20 16:01,5,10,repNone,,FALSE,No,,"Tomorrow, CDC will host an Q&amp;A on Instagram Stories to answer your questions about #flu! Visit CDCâs Instagram Story from 12-2 pm ET to send in your questions and learn how you can #fightflu this flu season. https://t.co/g1fWqVIEMR",0
https://twitter.com/CDCFLu/status/1313465287166042113,Mon Oct 06 16:50:46 +0000 2008,10/06/20 13:05,34,32,repNone,,FALSE,Yes,,"While getting a #fluvaccine will not protect against #COVID19, it can save health care resources for the care of patients with COVID-19. Join @CDCgovâs Dr. Melinda Wharton and roll your #SleeveUp for a flu vaccine. Learn more about flu vaccine benefits: https://t.co/wl8IVYvBdd https://t.co/IIY21rFyxU",1
https://twitter.com/CDCFLu/status/1313445803831308291,Mon Oct 06 16:50:46 +0000 2008,10/06/20 11:47,0,12,repNone,,FALSE,No,,RT @CDCHeart_Stroke: People who have #HeartDisease or have had a stroke are at high risk for developing complications from the #flu. Itâs iâ¦,0
https://twitter.com/CDCFLu/status/1313218611146784772,Mon Oct 06 16:50:46 +0000 2008,10/05/20 20:44,28,20,repNone,,FALSE,No,,"Nearly 105.5 million doses of #fluvaccine for the 2020-2021 flu season have already been distributed across the country. While flu activity has not yet begun, itâs important to get vaccinated before it starts. Find a vaccine near you: https://t.co/9OXEwsPaoX #FightFlu https://t.co/nQEnu47GmE",0
https://twitter.com/CDCFLu/status/1313173877963583490,Mon Oct 06 16:50:46 +0000 2008,10/05/20 17:47,3,2,repNone,,FALSE,No,,"HCPs: Mark your calendars for an upcoming CDC Clinician Outreach and Communication (COCA) call, 2-3p ET on Thurs. 10/8, âRecommendations for Influenza Prevention and Treatment in Children: An Update for Pediatric Providersâ: https://t.co/3k8rVFnRRD #fightflu https://t.co/f3pOlisTdC",0
https://twitter.com/CDCFLu/status/1313133007608459265,Mon Oct 06 16:50:46 +0000 2008,10/05/20 15:04,0,2,repNone,,FALSE,Yes,Outbreak,RT @NFIDvaccines: 59% Of US Adults Say They Will Receive A #Flu #Vaccination Ahead Of Season Complicated By #COVID-19 via @Forbes  https://â¦,1
https://twitter.com/CDCFLu/status/1313094346393124866,Mon Oct 06 16:50:46 +0000 2008,10/05/20 12:31,0,34,repNone,,FALSE,no,,RT @HHSvaccines: Flu season is here so letâs go #BooToTheFlu: ðMake plans to clean hands ð§ââï¸Use the vampire cough to keep germs off ðFindâ¦,0
https://twitter.com/CDCFLu/status/1312149927837876224,Mon Oct 06 16:50:46 +0000 2008,10/02/20 21:58,0,21,repNone,,FALSE,No,,RT @CDCDiabetes: Are you prepared for flu season? Knowing the symptoms and treatments for the flu is especially important for people with câ¦,0
https://twitter.com/CDCFLu/status/1312122695144796160,Mon Oct 06 16:50:46 +0000 2008,10/02/20 20:10,70,49,repNone,,FALSE,No,,"#FluFactFriday: It takes about two weeks after vaccination for flu antibodies to develop, so itâs important to get a #fluvaccine by the end of October for your best protection.   Learn more: https://t.co/0y49DGAB3S https://t.co/oNwimoCqxv",0
https://twitter.com/CDCFLu/status/1312078041909260288,Mon Oct 06 16:50:46 +0000 2008,10/02/20 17:12,18,13,rep1312078038310547456,CDCFlu,FALSE,No,,Are you 6 months or older?   Everyone should get a #fluvaccine every year to protect themselves and their community! Learn more: https://t.co/BOKIudtEoz https://t.co/7Bm55izfFJ,0
https://twitter.com/CDCFLu/status/1312078038310547456,Mon Oct 06 16:50:46 +0000 2008,10/02/20 17:12,13,9,rep1312078034833375234,CDCFlu,FALSE,No,,Are you pregnant ?  Getting a #flushot is very important for your protection as well as your baby after birth. Learn more: https://t.co/jzwAuCMKXF  Not pregnant? Keep reading! https://t.co/gUHSLKBgmc,0
https://twitter.com/CDCFLu/status/1312078034833375234,Mon Oct 06 16:50:46 +0000 2008,10/02/20 17:12,9,6,rep1312078031108952064,CDCFlu,FALSE,No,,"Are you living with a chronic condition, such as #diabetes or #heartdisease? You need a #flu vaccine!  People with chronic conditions are at higher risk of developing flu-related complications! https://t.co/5etsm7PJuT   Donât have a chronic condition? Keep reading! https://t.co/KqmBnouMNI",0
https://twitter.com/CDCFLu/status/1312078031108952064,Mon Oct 06 16:50:46 +0000 2008,10/02/20 17:12,5,4,rep1312078027040403456,CDCFlu,FALSE,No,,Do you have children younger than 5 years?   Young children are at higher risk of developing complications from #flu. Get yourself and your family vaccinated for the best protection. https://t.co/GKLBXPfBa6  Donât have children? Keep reading! https://t.co/go9zUmCm9P,0
https://twitter.com/CDCFLu/status/1312078027040403456,Mon Oct 06 16:50:46 +0000 2008,10/02/20 17:12,159,98,repNone,,FALSE,No,,Who needs a #fluvaccine? Keep reading to find out. https://t.co/I57m3pbv5x,0
https://twitter.com/CDCFLu/status/1312034863223107585,Mon Oct 06 16:50:46 +0000 2008,10/02/20 14:21,39,46,repNone,,FALSE,No,,#DYK: October is a good time to get a #fluvaccine. CDC recommends everyone 6 months and older get a flu vaccine before the end of October. Get your flu vaccine today to #FightFlu this fall and winter: https://t.co/A7s7pDzr65 https://t.co/4wbkWV0uWj,0
https://twitter.com/CDCFLu/status/1312008119904542721,Mon Oct 06 16:50:46 +0000 2008,10/02/20 12:34,0,33,repNone,,FALSE,No,,RT @HHSGov: .@US_FDA-approved seasonal #flu vaccines are the best way to prevent flu and spreading it to others. When more people are vacciâ¦,0
https://twitter.com/CDCFLu/status/1311792007371685888,Mon Oct 06 16:50:46 +0000 2008,10/01/20 22:16,0,42,repNone,,FALSE,No,,"RT @CDCgov: HCPs: Whether you see your older adult patients in person or via telemedicine, remind them that #fluvaccine is more important tâ¦",0
https://twitter.com/CDCFLu/status/1311746270764118024,Mon Oct 06 16:50:46 +0000 2008,10/01/20 19:14,0,102,repNone,,FALSE,No,,"RT @SecAzar: As I do every year, I'm rolling my #SleeveUp to #FightFlu this year by getting my flu vaccine. This year, it's more importantâ¦",0
https://twitter.com/CDCFLu/status/1311733880689438720,Mon Oct 06 16:50:46 +0000 2008,10/01/20 18:25,25,19,repNone,,FALSE,No,,Join Dr. Nancy Messonnier and roll your #SleeveUp for a flu vaccine. A #fluvaccine this season can help reduce the burden on health care systems and save medical resources for care of #COVID19 patients. More about protecting your health this flu season: https://t.co/3nUXnXKwJs https://t.co/U9FPuMHhXS,1
https://twitter.com/CDCFLu/status/1311687532426522624,Mon Oct 06 16:50:46 +0000 2008,10/01/20 15:20,134,74,rep1311687203941220356,CDCFlu,FALSE,No,,"During the 2019-2020 flu season, #fluvaccine helped prevent 6,300 flu deaths, or the equivalent of saving about 17 lives per day over the course of a year. Learn more about the burden of influenza and the effects of annual #flu vaccination: https://t.co/s4XBB2chjY https://t.co/d8R6d84OQh",0
https://twitter.com/CDCFLu/status/1311687203941220356,Mon Oct 06 16:50:46 +0000 2008,10/01/20 15:19,166,115,repNone,,FALSE,No,,"CDC estimates that about 22,000 people died from #flu in the U.S. during the 2019-2020 flu season. Thatâs enough people to fill Madison Square Garden in New York City. A #fluvaccine can reduce your risk of dying from flu. Learn more: https://t.co/5JeXu95AFx https://t.co/OhBfJaOzlm",0
https://twitter.com/CDCFLu/status/1311662324315545601,Mon Oct 06 16:50:46 +0000 2008,10/01/20 13:40,0,14,repNone,,FALSE,No,,"RT @NFIDvaccines: At 2020 #NFID news conference today, @CDCgov will release final 2019-2020 #flu season data. During #COVID-19, flu #vaccinâ¦",1
https://twitter.com/CDCFLu/status/1311330723215835136,Mon Oct 06 16:50:46 +0000 2008,9/30/2020 15:43,41,41,repNone,,FALSE,No,,"While flu viruses can spread year-round, fall and winter usually bring an increase in flu, with activity often rising in October and peaking between December and February.   This #flu season protect your family by making sure they get a #fluvaccine.  https://t.co/liHrJREkrK https://t.co/I30u7x1OIB",0
https://twitter.com/CDCFLu/status/1311316631218458625,Mon Oct 06 16:50:46 +0000 2008,9/30/2020 14:47,4,0,repNone,,FALSE,Yes,Outbreak,"Providers:  Today, join @nkf for âProtecting Yourself and Your Patients: Preventing Influenza in the COVID-19 Era.â Register for todayâs webinar, 11:30am-12:30pm ET. Credit is available. https://t.co/9TsMKoaE4M #FightFlu",1
https://twitter.com/CDCFLu/status/1311280136394870792,Mon Oct 06 16:50:46 +0000 2008,9/30/2020 12:22,38,30,repNone,,FALSE,,,"The more people who are vaccinated against flu, the more people are protected from #flu. Do your part to #FightFlu this fall and winter by getting vaccinated. Find where you can get a flu vaccine: https://t.co/sqLLg21qEb https://t.co/EWpmkKjUGV",0
https://twitter.com/CDCFLu/status/1311086109515026433,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 23:31,36,17,repNone,,FALSE,,,Clinicians: Put your practice on the map. Register today for https://t.co/2bQQNRUpU8 and ensure that your community has the most up-to-date information on your practiceâs #vaccine services. Learn more: https://t.co/MeVB8Af2td @VaccineFinder https://t.co/EGwPUc1jsZ,0
https://twitter.com/CDCFLu/status/1311021184293666817,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 19:13,19,12,repNone,,FALSE,,,Healthcare workers and other essential workers: Your work keeps our communities going but may put you at higher risk of being exposed to #flu or #COVID19. #Fluvaccine can help protect you from flu this season. More: https://t.co/8ZMxoIX74r https://t.co/MIRUTW7HKE,1
https://twitter.com/CDCFLu/status/1311017943673733121,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 19:00,0,10,repNone,,FALSE,,,"RT @MinorityHealth: Join us, @OMH_espanol, @FDAHealthEquity, and @CDCgov on Oct. 8 at 2 pm ET for a bilingual Twitter chat about healthy beâ¦",0
https://twitter.com/CDCFLu/status/1310959189632659456,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 15:06,0,5,repNone,,FALSE,,,"RT @NFIDvaccines: Today is #WorldHeartDayâ#DYK that if you have #HeartDisease, you are at 6X increased risk of heart attack within 7 days oâ¦",0
https://twitter.com/CDCFLu/status/1310930830152396800,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 13:14,0,53,repNone,,FALSE,,,RT @CDCgov: Are you hosting a #flu vaccination clinic?   Use this CDC guidance to assist with planning during the #COVID19 pandemic: https:â¦,1
https://twitter.com/CDCFLu/status/1310924294076104705,Mon Oct 06 16:50:46 +0000 2008,9/29/2020 12:48,101,94,repNone,,FALSE,,,"Because #flu and #COVID19 have common symptoms, it may be hard to tell the difference between them based on symptoms alone. Lab testing can confirm a diagnosis. Learn more about the differences between flu and COVID-19 here: https://t.co/Bwy3XhvIMO https://t.co/77e103t8Wf",1
https://twitter.com/CDCFLu/status/1310680182097936385,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 20:38,0,188,repNone,,FALSE,,,"RT @CDCgov: With more than 20 million doses of flu vaccine ready, start planning when you will get your #fluvaccine!  September and Octoberâ¦",0
https://twitter.com/CDCFLu/status/1310649040594448387,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 18:34,2,1,rep1308063602461618176,CDCFlu,FALSE,,,The fourth part of the SHARE method is: REMIND. Remind patient to schedule an annual #flu vaccine so they can their loved ones are protected from flu and its potentially serious complications.   Use the email template on this page to remind patients today: https://t.co/fT89v9XzHL https://t.co/uVJI1w5ddZ,0
https://twitter.com/CDCFLu/status/1310645955440635906,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 18:22,0,289,repNone,,FALSE,,,"RT @CDCgov: While #flu and #COVID19 have many symptoms in common, change in taste or smell or loss of taste or smell are symptoms only assoâ¦",1
https://twitter.com/CDCFLu/status/1310620551673675777,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 16:41,32,27,repNone,,FALSE,,,"Flu vaccine is available now! Over 87.5 million doses have already been distributed across the country. September and October are good times to get vaccinated. To find a vaccine in your community, visit: https://t.co/sqLLg21qEb     #FightFlu https://t.co/SujIitdpiA",0
https://twitter.com/CDCFLu/status/1310597431315312646,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 15:09,0,82,repNone,,FALSE,,,"RT @Surgeon_General: I am proud to #FightFlu by getting my annual #flu vaccine today. It is the #1 way to protect myself, my family, and myâ¦",0
https://twitter.com/CDCFLu/status/1310594623165915138,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 14:58,126,107,repNone,,FALSE,,,"While #flu viruses can be active year-round, the fall and winter usually bring an increase in flu activity, with activity often rising in October and peaking between December and February.   Protect your family by making sure they receive a #fluvaccine.  https://t.co/liHrJREkrK https://t.co/RTiRpPuJnk",0
https://twitter.com/CDCFLu/status/1310577843370438657,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 13:51,0,46,repNone,,FALSE,,,RT @Surgeon_General: A #SaturdayThoughts ð§µ on a common #Flu FAQ.   Q: What about people who get a seasonal flu vaccine and still get sick wâ¦,0
https://twitter.com/CDCFLu/status/1310577696980824065,Mon Oct 06 16:50:46 +0000 2008,9/28/2020 13:50,0,4,repNone,,FALSE,,,"RT @NFIDvaccines: #DYK: #Flu can be very serious? Flu vaccines can keep you from getting sick, helping protect you, your loved ones, and yoâ¦",0
https://twitter.com/CDCFLu/status/1309980574380163072,Mon Oct 06 16:50:46 +0000 2008,9/26/2020 22:18,12,13,repNone,,FALSE,,,Essential workers may be at a higher risk of being exposed to #flu and #COVID19. Protect yourself and your community from flu by getting a #fluvaccine. The more people vaccinated; the more people protected. Learn more: https://t.co/8ZMxoIX74r https://t.co/n5e913jthE,1
https://twitter.com/CDCFLu/status/1309564607716036608,Mon Oct 06 16:50:46 +0000 2008,9/25/2020 18:45,20,15,repNone,,FALSE,,,#FluFactFriday: Flu vaccine prevents millions of flu illnesses and flu-related medical visits each year.  Learn more about the benefits of getting vaccinated here:  https://t.co/wl8IVYvBdd https://t.co/eMVbrLZjjM,0
https://twitter.com/CDCFLu/status/1309546466772484096,Mon Oct 06 16:50:46 +0000 2008,9/25/2020 17:33,112,62,repNone,,FALSE,,,Join @CDCgovâs Dr. Dan Jernigan and roll your #SleeveUp for a flu vaccine before the end of October. The best time to get a flu vaccine is before #flu starts circulating in your area. Find a flu vaccine near you: https://t.co/sqLLg21qEb https://t.co/ouF97Q5RF1,0
https://twitter.com/CDCFLu/status/1309485066574278656,Mon Oct 06 16:50:46 +0000 2008,9/25/2020 13:29,0,34,repNone,,FALSE,,,RT @CDCDirector: #DYK that if you are 65 years or older you are at higher risk of developing serious complications from #flu? There are enhâ¦,0
https://twitter.com/CDCFLu/status/1309139149895675904,Mon Oct 06 16:50:46 +0000 2008,9/24/2020 14:34,0,161,repNone,,FALSE,,,"RT @HHSGov: Getting a #flu vaccine is more important than ever to protect yourself and the people around you from flu, and to help reduce tâ¦",0
https://twitter.com/CDCFLu/status/1308852392851656711,Mon Oct 06 16:50:46 +0000 2008,9/23/2020 19:35,36,29,repNone,,FALSE,,,"Pregnant women, older adults and people with certain underlying conditions are at higher risk for severe illness and complications from #flu and #COVID19. However, healthy children are at a higher risk for complications from flu. More on differences: https://t.co/Bwy3XhvIMO https://t.co/3yHeeqBVQJ",1
https://twitter.com/CDCFLu/status/1308823661080727552,Mon Oct 06 16:50:46 +0000 2008,9/23/2020 17:40,0,6,repNone,,FALSE,,,RT @NFIDvaccines: September is #HealthyAgingMonthâa great time to #GetVaccinated to #FightFlu and help protect older adults and those withâ¦,0
https://twitter.com/CDCFLu/status/1308547885093531654,Mon Oct 06 16:50:46 +0000 2008,9/22/2020 23:25,29,24,repNone,,FALSE,,,"With over 66 million doses of flu vaccine already distributed, the 2020-2021 #fluvaccine is available now! September and October are good times to get vaccinated. To find a vaccine in your community, visit: https://t.co/sqLLg21qEb https://t.co/R2ZVEwhOrC",0
https://twitter.com/CDCFLu/status/1308455242535776258,Mon Oct 06 16:50:46 +0000 2008,9/22/2020 17:16,4,4,repNone,,FALSE,,,"HCPs: Itâs time to #fightflu!  Get fact sheets, videos, and other resources you need to help your patients in their decision to get the best protection against flu - a flu vaccine. https://t.co/KTAf205Dwv https://t.co/eF9Z33sfUa",0
https://twitter.com/CDCFLu/status/1308410560384569348,Mon Oct 06 16:50:46 +0000 2008,9/22/2020 14:19,0,80,repNone,,FALSE,,,RT @CDCgov: #Teachers and other essential workers: Your work keeps our communities going but may put you at higher risk of being exposed toâ¦,0
https://twitter.com/CDCFLu/status/1308085285025128448,Mon Oct 06 16:50:46 +0000 2008,9/21/2020 16:46,0,104,repNone,,FALSE,,,RT @Surgeon_General: Have you made a plan to get your #FluShot this year? #FightFlu https://t.co/qL8n8HWEcg,0
https://twitter.com/CDCFLu/status/1308063602461618176,Mon Oct 06 16:50:46 +0000 2008,9/21/2020 15:20,3,0,rep1306278675109810177,CDCFlu,FALSE,,,"The âAâ in SHARE stands for ADDRESS.   Use CDC resources to address patientsâ questions about #flu vaccine, side effects, and effectiveness.  Get more tips on strengthening your flu vaccine recommendations here: https://t.co/XqfGIfyBiS  #FightFlu https://t.co/HSqNId3WRS",0
https://twitter.com/CDCFLu/status/1308060936519942146,Mon Oct 06 16:50:46 +0000 2008,9/21/2020 15:10,4,4,repNone,,FALSE,,,"#HCPs: This #fluseason it is important to plan ahead, especially during implementation of satellite, temporary, and off-site clinics.   Use this CDC resource for planning clinic activities during the #COVID19 pandemic: https://t.co/QAtemvfAg6 #FightFlu https://t.co/huuJMUksEZ",1
https://twitter.com/CDCFLu/status/1308020171827744768,Mon Oct 06 16:50:46 +0000 2008,9/21/2020 12:28,0,19,repNone,,FALSE,,,RT @MedicareGov: The best way to protect yourself from getting the #flu and keep you from spreading it to others is to get vaccinated.  Theâ¦,0
https://twitter.com/CDCFLu/status/1307016490403672071,Mon Oct 06 16:50:46 +0000 2008,9/18/2020 17:59,0,11,repNone,,FALSE,,,"RT @CDCemergency: Cancer survivors are vulnerable to adverse effects from the flu, so itâs important for friends &amp; family members to get aâ¦",0
https://twitter.com/CDCFLu/status/1306988023771541505,Mon Oct 06 16:50:46 +0000 2008,9/18/2020 16:06,69,59,repNone,,FALSE,,,"Getting a #fluvaccine is more important than ever.  Help prevent the spread of #flu: #MaskUp #LatherUp your hands  Roll your #SleeveUp for a flu vaccine  The more people vaccinated against flu, the more people will be protected! Learn more: https://t.co/kpcnBpDJXV https://t.co/22gKPhNnGO",0
