id,Account Created At(same for all rows),status created_at,Fav_cont,retweeted_count,reply_to_status,reply_to_screen,quote,Yes/No,Category,text
https://twitter.com/CDCtravel/status/1313301710752931840,Fri Aug 06 19:29:31 +0000 2010,10/6/2020 2:15,9,5,repNone,,FALSE,No,,"If you travel, protect yourself from #flu with the #fluvaccine!  Getting a flu vaccine is more important than ever. Help prevent the spread of flu: â¢ #MaskUp â¢ #LatherUp your hands w/ soap &amp; water â¢ Roll your #SleeveUp for a flu vaccine  Learn more: https://t.co/jL2ywqtttO https://t.co/IdyENLhykl"
https://twitter.com/CDCtravel/status/1313183177561735169,Fri Aug 06 19:29:31 +0000 2010,10/5/2020 18:24,6,17,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick and need to go to the hospital, resources may be limited in some destinations. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/aclG8AWdoq"
https://twitter.com/CDCtravel/status/1312787326037381123,Fri Aug 06 19:29:31 +0000 2010,10/4/2020 16:11,10,4,repNone,,FALSE,Yes,Travel,Thinking about traveling? Donât travel if you are sick or if you have been around someone with #COVID19 in the past 14 days. Donât travel with someone who is sick. Learn more: https://t.co/PEjiUELNbK https://t.co/57reLRb2jR
https://twitter.com/CDCtravel/status/1312396510550786053,Fri Aug 06 19:29:31 +0000 2010,10/3/2020 14:18,6,6,repNone,,FALSE,Yes,Travel; Outbreak,"You can get #COVID19 during your travels. You might feel well and not have any symptoms, but you may still spread COVID-19 to others. If you travel, learn how to protect yourself and others: https://t.co/PEjiUELNbK https://t.co/g0CVf2dMwT"
https://twitter.com/CDCtravel/status/1312024802505482242,Fri Aug 06 19:29:31 +0000 2010,10/2/2020 13:41,21,13,repNone,,FALSE,Yes,Travel,"If traveling internationally, check with officials at your destination or the @TravelGov Country Information page for details about entry requirements and restrictions for arriving travelers. https://t.co/uVMWIoL4mZ https://t.co/jALYNilghH"
https://twitter.com/CDCtravel/status/1311789998761480192,Fri Aug 06 19:29:31 +0000 2010,10/1/2020 22:08,151,100,repNone,,FALSE,Yes,Prevention; Travel,"If you travel, take steps to protect yourself &amp; others from #COVID19: â¢ Wear a mask in public. â¢ Avoid close contact with others. Stay at least 6 feet from anyone not from your household. â¢ Wash your hands often or use hand sanitizer. https://t.co/PEjiUELNbK https://t.co/CC5B8A8wSi"
https://twitter.com/CDCtravel/status/1310928604008677377,Fri Aug 06 19:29:31 +0000 2010,9/29/2020 13:05,16,19,repNone,,FALSE,Yes,Travel,"Thinking about traveling? Before you go, consider the following:  â¢ Is #COVID19 spreading at your destination?  â¢ Are you more likely to get very ill from COVID-19? For more considerations, visit https://t.co/PEjiUELNbK. https://t.co/ksSeErVQ16"
https://twitter.com/CDCtravel/status/1310646211918082048,Fri Aug 06 19:29:31 +0000 2010,9/28/2020 18:23,6,5,repNone,,FALSE,Yes,Travel,"Most destinations have a Level 3 Travel Health Notice. CDC recommends people avoid all nonessential travel to Level 3 destinations. Before you make travel plans, check the #COVID19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/Yurqg88V4q"
https://twitter.com/CDCtravel/status/1310573555684462593,Fri Aug 06 19:29:31 +0000 2010,9/28/2020 13:34,0,797,repNone,,FALSE,Yes,Prevention,"RT @CDCgov: #WearAMask in public to help slow the spread of COVID-19, but be sure to wear it the right way. Position your mask so that it fâ¦"
https://twitter.com/CDCtravel/status/1309560854657069056,Fri Aug 06 19:29:31 +0000 2010,9/25/2020 18:30,7,4,repNone,,FALSE,Yes,Prevention; Travel,"Heading to the airport? Protect yourself and others by staying 6 feet apart, wearing a mask, and washing your hands or using hand sanitizer often. Learn more:  https://t.co/tJWjXfLHIc https://t.co/MfmiQaUsBU"
https://twitter.com/CDCtravel/status/1309252026656854018,Fri Aug 06 19:29:31 +0000 2010,9/24/2020 22:03,63,39,repNone,,FALSE,Yes,Travel,Looking for #COVID19 risk in a certain destination? Check out CDCâs COVID-19 travel recommendations for each country: https://t.co/SBxTlr2uJa https://t.co/6UFpbljOLa
https://twitter.com/CDCtravel/status/1308748705781161986,Fri Aug 06 19:29:31 +0000 2010,9/23/2020 12:43,1,0,repNone,,FALSE,Yes,Travel,"CDC is helping travelers understand the #COVID19 risk in each country. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/dyUr2OHkMb"
https://twitter.com/CDCtravel/status/1308573562589110272,Fri Aug 06 19:29:31 +0000 2010,9/23/2020 1:07,7,6,repNone,,FALSE,Yes,Travel; Prevention,"Travel increases your chances of getting and spreading #COVID19. To protect yourself and others, you may want to rethink your travel. https://t.co/SBxTlr2uJa https://t.co/nMDQ3jqV7i"
https://twitter.com/CDCtravel/status/1308234066148438017,Fri Aug 06 19:29:31 +0000 2010,9/22/2020 2:38,17,7,repNone,,FALSE,Yes,Travel; Prevention,Slow the spread of #COVID19. Anticipate your needs before you travel:  â¢ Bring a mask to wear in public places. â¢ Pack hand sanitizer with at least 60% alcohol.  â¢ Bring enough of your medicine to last you for the entire trip.  Learn more: https://t.co/PEjiUELNbK https://t.co/6x4j2sRkgt
https://twitter.com/CDCtravel/status/1307720692335546371,Fri Aug 06 19:29:31 +0000 2010,9/20/2020 16:38,80,64,repNone,,FALSE,Yes,Travel,Thinking about traveling? Check out CDCâs tips to avoid getting and spreading #COVID19 in common travel situations: https://t.co/PEjiUELNbK https://t.co/j8NNyTXaMq
https://twitter.com/CDCtravel/status/1307317778211315713,Fri Aug 06 19:29:31 +0000 2010,9/19/2020 13:57,2,1,repNone,,FALSE,Yes,Travel,"If you travel, follow state, local, and territorial travel requirements. For up-to-date information, check state, territorial, tribal and local health departmentsâ guidance where you are, along your route, and where you are going. https://t.co/PEjiUELNbK https://t.co/R7PVG8dWIj"
https://twitter.com/CDCtravel/status/1307018598439882754,Fri Aug 06 19:29:31 +0000 2010,9/18/2020 18:08,9,8,repNone,,FALSE,Yes,Travel; Prevention,"You can get #COVID19 during your travels. You might feel well and not have any symptoms, but you may still spread COVID-19 to others. If you travel, learn how to protect yourself and others: https://t.co/PEjiUELNbK https://t.co/0Hm4jvEo9D"
https://twitter.com/CDCtravel/status/1306721097144909825,Fri Aug 06 19:29:31 +0000 2010,9/17/2020 22:26,9,7,repNone,,FALSE,Yes,Travel,Thinking about traveling? Donât travel if you are sick or if you have been around someone with #COVID19 in the past 14 days. Donât travel with someone who is sick. Learn more: https://t.co/PEjiUEubNa https://t.co/1ZIh6dEnwE
https://twitter.com/CDCtravel/status/1306212246016667654,Fri Aug 06 19:29:31 +0000 2010,9/16/2020 12:44,0,0,repNone,,FALSE,Yes,Prevention; Travel,"This Mexican Independence Day protect yourself, those you love, and your community from #COVID19.  Celebrate at home with members of your household or join a virtual get-together.  Avoid crossing the border for nonessential reasons. https://t.co/dfKwjSzYkC https://t.co/Fit9ewqEHT"
https://twitter.com/CDCtravel/status/1305963363189641223,Fri Aug 06 19:29:31 +0000 2010,9/15/2020 20:15,8,7,repNone,,FALSE,Yes,Prevention; Travel,"Know when to delay your travel to #SlowTheSpread of #COVID19. Check these common situations, and talk to your healthcare provider if you are unsure whether any of these apply to you or your travel companions. https://t.co/PN7m52WHg5 https://t.co/thUFWqqnt1"
https://twitter.com/CDCtravel/status/1305495290632433664,Fri Aug 06 19:29:31 +0000 2010,9/14/2020 13:15,9,3,repNone,,FALSE,Yes,Prevention,"Have you recently been sick, had close contact with someone who was sick, recently tested positive for #COVID19, or are waiting for viral test results? #DoYourPart and delay travel during these situations to #SlowTheSpread. Learn more. https://t.co/PN7m52WHg5 https://t.co/kPIHbtCW25"
https://twitter.com/CDCtravel/status/1305181966283821057,Fri Aug 06 19:29:31 +0000 2010,9/13/2020 16:30,2,2,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick and need to go to the hospital, resources may be limited in some destinations. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/88fTKGd7kT"
https://twitter.com/CDCtravel/status/1304784842811486209,Fri Aug 06 19:29:31 +0000 2010,9/12/2020 14:12,1,1,repNone,,FALSE,Yes,Prevention; Travel,"This Mexican Independence Day protect yourself, those you love, and your community from #COVID19.  Celebrate at home with members of your household or join a virtual get-together.  Avoid crossing the border for nonessential reasons. https://t.co/dfKwjSzYkC https://t.co/jel1ecmqLu"
https://twitter.com/CDCtravel/status/1304485880586006531,Fri Aug 06 19:29:31 +0000 2010,9/11/2020 18:24,17,9,repNone,,FALSE,Yes,Travel,"If traveling internationally, check with officials at your destination or the @TravelGov Country Information page for details about entry requirements and restrictions for arriving travelers. https://t.co/uVMWIoL4mZ https://t.co/feU2hfrwvv"
https://twitter.com/CDCtravel/status/1304178607875649537,Fri Aug 06 19:29:31 +0000 2010,9/10/2020 22:03,3,3,repNone,,FALSE,Yes,Travel,"Thinking about traveling? Before you go, consider the following:  â¢ Is #COVID19 spreading at your destination?  â¢ Are you more likely to get very ill from COVID-19? For more considerations, visit https://t.co/PEjiUELNbK. https://t.co/Fkt5KK1RO4"
https://twitter.com/CDCtravel/status/1304095637609361411,Fri Aug 06 19:29:31 +0000 2010,9/10/2020 16:33,0,454,repNone,,FALSE,Yes,Symptoms,"RT @CDCgov: Both #flu &amp; #COVID19 can spread before symptoms appear. Flu virus may spread for about 1 day before symptoms, while the virus tâ¦"
https://twitter.com/CDCtravel/status/1303681069359796227,Fri Aug 06 19:29:31 +0000 2010,9/9/2020 13:06,135,73,repNone,,FALSE,Yes,Travel; Prevention,"If you travel, take steps to protect yourself &amp; others from #COVID19: â¢ Wear a mask in public. â¢ Avoid close contact with others. Stay at least 6 feet from anyone not from your household. â¢ Wash your hands often or use hand sanitizer. https://t.co/PEjiUELNbK https://t.co/AqNCOXKXVg"
https://twitter.com/CDCtravel/status/1303422362025701381,Fri Aug 06 19:29:31 +0000 2010,9/8/2020 19:58,9,6,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick in a country with a Level 3 Travel Health Notice and need to go to the hospital, resources may be limited. Avoid nonessential travel. Check the COVID-19 risk: https://t.co/SBxTlr2uJa https://t.co/NRAqaJMQww"
https://twitter.com/CDCtravel/status/1302934658058014722,Fri Aug 06 19:29:31 +0000 2010,9/7/2020 11:40,2,3,repNone,,FALSE,Yes,Prevention,"Travel increases your chances of getting &amp; spreading #COVID19. This #LaborDay, a staycation is the best way to protect yourself and others. Learn more: https://t.co/PEjiUELNbK https://t.co/xrgyiUUsH4"
https://twitter.com/CDCtravel/status/1302641229503565824,Fri Aug 06 19:29:31 +0000 2010,9/6/2020 16:14,2,2,repNone,,FALSE,Yes,Travel; Prevention,"Traveling this #LaborDay weekend to relax and be with friends &amp; family? During your trip, take steps to protect yourself &amp; others from #COVID19: â¢ Wear a mask in public â¢ Stay 6 feet from anyone not living in your household â¢ Wash your hands often  https://t.co/PEjiUELNbK https://t.co/vseyXmaGS7"
https://twitter.com/CDCtravel/status/1302243862157684736,Fri Aug 06 19:29:31 +0000 2010,9/5/2020 13:55,3,3,repNone,,FALSE,Yes,Travel; Prevention,"Travel increases your chances of getting and spreading #COVID19. This #LaborDay, staying home is the best way to protect against COVID-19, especially if you are at increased risk for severe illness. Learn more: https://t.co/PEjiUELNbK https://t.co/kuum5AM45k"
https://twitter.com/CDCtravel/status/1301956757913309185,Fri Aug 06 19:29:31 +0000 2010,9/4/2020 18:54,0,727,repNone,,FALSE,Yes,Prevention,RT @CDCgov: Remember the 3 Wâs when you are in a community setting! #WearAMask. Wash your hands. Watch your distance (stay 6 feet apart). Tâ¦
https://twitter.com/CDCtravel/status/1301949170643800064,Fri Aug 06 19:29:31 +0000 2010,9/4/2020 18:24,1,2,repNone,,FALSE,Yes,Prevention; Travel,"Traveling this #LaborDay weekend to relax and be with friends &amp; family? During your trip, take steps to protect yourself &amp; others from #COVID19: â¢ Wear a mask in public â¢ Stay 6 feet from anyone not living in your household â¢ Wash your hands often  https://t.co/PEjiUELNbK https://t.co/aDoCYluWbw"
https://twitter.com/CDCtravel/status/1301646421783912451,Fri Aug 06 19:29:31 +0000 2010,9/3/2020 22:21,5,4,repNone,,FALSE,Yes,Prevention; Travel,"Travel increases your chances of getting &amp; spreading #COVID19. This #LaborDay, a staycation is the best way to protect yourself and others. Learn more: https://t.co/PEjiUELNbK https://t.co/d0HMTcNO8E"
https://twitter.com/CDCtravel/status/1301615002797985792,Fri Aug 06 19:29:31 +0000 2010,9/3/2020 20:16,0,223,repNone,,FALSE,Yes,Prevention; Outbreak,RT @CDCgov: Wearing a mask can help slow the spread of COVID-19. CDCâs Dr. Paige Armstrong shows you how to correctly put on and take off yâ¦
https://twitter.com/CDCtravel/status/1301304665917870087,Fri Aug 06 19:29:31 +0000 2010,9/2/2020 23:43,106,72,repNone,,FALSE,Yes,Travel; Prevention,Thinking about traveling? Check out CDCâs tips to avoid getting and spreading #COVID19 in common travel situations: https://t.co/PEjiUELNbK https://t.co/UdKMNrYaJV
https://twitter.com/CDCtravel/status/1300888919656013824,Fri Aug 06 19:29:31 +0000 2010,9/1/2020 20:11,4,2,repNone,,FALSE,Yes,Travel,"If you travel, follow state, local, and territorial travel requirements. For up-to-date information, check state, territorial, tribal and local health departmentsâ guidance where you are, along your route, and where you are going. https://t.co/PEjiUELNbK https://t.co/ER796sh31R"
https://twitter.com/CDCtravel/status/1300620647110975489,Fri Aug 06 19:29:31 +0000 2010,9/1/2020 2:25,3,2,repNone,,FALSE,Yes,Travel,"CDC is helping travelers understand the #COVID19 risk in each country. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/mQ33JIDDYY"
https://twitter.com/CDCtravel/status/1300110547485163521,Fri Aug 06 19:29:31 +0000 2010,8/30/2020 16:38,5,5,repNone,,FALSE,Yes,Travel; Outbreak,"You can get #COVID19 during your travels. You might feel well and not have any symptoms, but you may still spread COVID-19 to others. If you travel, learn how to protect yourself and others: https://t.co/PEjiUELNbK https://t.co/MsED9KxB2t"
https://twitter.com/CDCtravel/status/1299708138082492416,Fri Aug 06 19:29:31 +0000 2010,8/29/2020 13:59,7,4,repNone,,FALSE,Yes,Travel; Prevention,Thinking about traveling? Donât travel if you are sick or if you have been around someone with #COVID19 in the past 14 days. Donât travel with someone who is sick. Learn more: https://t.co/PEjiUELNbK https://t.co/z4N0RSddlG
https://twitter.com/CDCtravel/status/1299407397392388106,Fri Aug 06 19:29:31 +0000 2010,8/28/2020 18:04,10,7,repNone,,FALSE,Yes,Prevention; Travel,"Travel increases your chances of getting and spreading #COVID19. To protect yourself and others, you may want to rethink your travel. https://t.co/SBxTlr2uJa https://t.co/dNvxyFhgND"
https://twitter.com/CDCtravel/status/1298963482054885376,Fri Aug 06 19:29:31 +0000 2010,8/27/2020 12:40,6,4,repNone,,FALSE,Yes,Travel,Looking for #COVID19 risk in a certain destination? Check out CDCâs COVID-19 travel recommendations for each country: https://t.co/SBxTlr2uJa https://t.co/1aYFgxj5Pd
https://twitter.com/CDCtravel/status/1298620722143797249,Fri Aug 06 19:29:31 +0000 2010,8/26/2020 13:58,48,36,repNone,,FALSE,Yes,Travel,"CDC is helping travelers understand the #COVID19 risk in each country. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/E9C8w7Ki6y"
https://twitter.com/CDCtravel/status/1298354216604446720,Fri Aug 06 19:29:31 +0000 2010,8/25/2020 20:19,10,7,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick and need to go to the hospital, resources may be limited in some destinations. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/nXdgW1A3gx"
https://twitter.com/CDCtravel/status/1298297984199819267,Fri Aug 06 19:29:31 +0000 2010,8/25/2020 16:35,0,205,repNone,,FALSE,Yes,Prevention; Outbreak,RT @CDCemergency: Handwashing is one of the best ways to protect yourself &amp; your family from getting sick with #COVID19. Learn when &amp; how yâ¦
https://twitter.com/CDCtravel/status/1297891394644783115,Fri Aug 06 19:29:31 +0000 2010,8/24/2020 13:39,0,276,repNone,,FALSE,yes,Prevention,"RT @CDCgov: We must continue to help slow the spread of #COVID19 for ourselves, our loved ones, and our future. Do your part and wear a masâ¦"
https://twitter.com/CDCtravel/status/1297891321349316608,Fri Aug 06 19:29:31 +0000 2010,8/24/2020 13:39,0,534,repNone,,FALSE,Yes,Prevention; Outbreak,RT @CDCgov: #DYK? Your mask should cover your nose AND mouth to help protect others and slow the spread of #COVID19. Learn how to wear yourâ¦
https://twitter.com/CDCtravel/status/1297886887840026624,Fri Aug 06 19:29:31 +0000 2010,8/24/2020 13:22,99,59,repNone,,FALSE,Yes,Travel,"Most destinations have a Level 3 Travel Health Notice. CDC recommends people avoid all nonessential travel to Level 3 destinations. Before you make travel plans, check the #COVID19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/HsyIypPBm8"
https://twitter.com/CDCtravel/status/1297572574172516352,Fri Aug 06 19:29:31 +0000 2010,8/23/2020 16:33,15,10,repNone,,FALSE,Yes,Travel,Thinking about traveling? Check out CDCâs tips to avoid getting and spreading #COVID19 in common travel situations: https://t.co/PEjiUELNbK https://t.co/hqxR1kAXl9
https://twitter.com/CDCtravel/status/1297175204372844549,Fri Aug 06 19:29:31 +0000 2010,8/22/2020 14:14,2,3,repNone,,FALSE,Yes,Travel; Prevention,Slow the spread of #COVID19. Anticipate your needs before you travel:  â¢ Bring a mask to wear in public places. â¢ Pack hand sanitizer with at least 60% alcohol.  â¢ Bring enough of your medicine to last you for the entire trip.  Learn more: https://t.co/PEjiUELNbK https://t.co/xTXJzNgcKQ
https://twitter.com/CDCtravel/status/1296877282938757125,Fri Aug 06 19:29:31 +0000 2010,8/21/2020 18:30,7,2,repNone,,FALSE,Yes,Travel,"If traveling internationally, check with officials at your destination or the @TravelGov Country Information page for details about entry requirements and restrictions for arriving travelers. https://t.co/uVMWIoL4mZ https://t.co/uDSOjelcSV"
https://twitter.com/CDCtravel/status/1296453200934047749,Fri Aug 06 19:29:31 +0000 2010,8/20/2020 14:25,73,51,repNone,,FALSE,Yes,Travel,"Thinking about traveling? Before you go, consider the following:  â¢ Is #COVID19 spreading at your destination?  â¢ Are you more likely to get very ill from COVID-19? For more considerations, visit https://t.co/PEjiUELNbK. https://t.co/parXc2SClr"
https://twitter.com/CDCtravel/status/1296071428358447105,Fri Aug 06 19:29:31 +0000 2010,8/19/2020 13:08,135,89,repNone,,FALSE,Yes,Prevention: Travel,"If you travel, take steps to protect yourself &amp; others from #COVID19: â¢ Wear a mask in public. â¢ Avoid close contact with others. Stay at least 6 feet from anyone not from your household. â¢ Wash your hands often or use hand sanitizer. https://t.co/PEjiUELNbK https://t.co/OAaeKoAifh"
https://twitter.com/CDCtravel/status/1295811979907682306,Fri Aug 06 19:29:31 +0000 2010,8/18/2020 19:57,0,3,repNone,,FALSE,Yes,Travel,"You can get #COVID19 during your travels. You might feel well and not have any symptoms, but you may still spread COVID-19 to others. If you travel, learn how to protect yourself and others: https://t.co/PEjiUELNbK https://t.co/qzVjXtT65q"
https://twitter.com/CDCtravel/status/1295412609190105089,Fri Aug 06 19:29:31 +0000 2010,8/17/2020 17:30,113,67,repNone,,FALSE,Yes,Travel; Prevention,Thinking about traveling? Donât travel if you are sick or if you have been around someone with #COVID19 in the past 14 days. Donât travel with someone who is sick. Learn more: https://t.co/PEjiUELNbK https://t.co/NTa6oEYlom
https://twitter.com/CDCtravel/status/1294633950246207488,Fri Aug 06 19:29:31 +0000 2010,8/15/2020 13:56,2,3,repNone,,FALSE,Yes,Travel,"If you travel, follow state, local, and territorial travel requirements. For up-to-date information, check state, territorial, tribal and local health departmentsâ guidance where you are, along your route, and where you are going. https://t.co/PEjiUELNbK https://t.co/mO7rzddBeL"
https://twitter.com/CDCtravel/status/1294333981375307777,Fri Aug 06 19:29:31 +0000 2010,8/14/2020 18:04,15,9,repNone,,FALSE,Yes,Prevention; travel,"Travel increases your chance of getting and spreading #COVID19. Staying home is the best way to protect yourself and others. If you travel, learn how to avoid getting and spreading COVID-19 in common travel situations: https://t.co/PEjiUELNbK https://t.co/7ggusnO16u"
https://twitter.com/CDCtravel/status/1294037026438815744,Fri Aug 06 19:29:31 +0000 2010,8/13/2020 22:24,7,3,repNone,,FALSE,Yes,Prevention; Travel,"Travel increases your chances of getting and spreading #COVID19. To protect yourself and others, you may want to rethink your travel. https://t.co/SBxTlr2uJa https://t.co/c8d5XTzA27"
https://twitter.com/CDCtravel/status/1293619418262573057,Fri Aug 06 19:29:31 +0000 2010,8/12/2020 18:44,0,416,repNone,,FALSE,Yes,Prevention,"RT @CDCgov: Going out? When you hang out with friends, #WearAMask to help protect them from #COVID19 &amp; ask them to wear a mask to help protâ¦"
https://twitter.com/CDCtravel/status/1293533454164992000,Fri Aug 06 19:29:31 +0000 2010,8/12/2020 13:03,52,24,repNone,,FALSE,Yes,Travel,Looking for #COVID19 risk in a certain destination? Check out CDCâs COVID-19 travel recommendations for each country: https://t.co/SBxTlr2uJa https://t.co/r5d5IkjnUL
https://twitter.com/CDCtravel/status/1293275752130056200,Fri Aug 06 19:29:31 +0000 2010,8/11/2020 19:59,2,3,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick in a country with a Level 3 Travel Health Notice and need to go to the hospital, resources may be limited. Avoid nonessential travel. Check the COVID-19 risk: https://t.co/SBxTlr2uJa https://t.co/Uz5bRXJiva"
https://twitter.com/CDCtravel/status/1292869125476417539,Fri Aug 06 19:29:31 +0000 2010,8/10/2020 17:03,0,457,repNone,,FALSE,Yes,Prevention,"RT @CDCgov: Wondering how you can help keep your friends healthy this summer? Stay safe from #COVID19: Wash your hands, stay 6 feet apart,â¦"
https://twitter.com/CDCtravel/status/1292853337025662977,Fri Aug 06 19:29:31 +0000 2010,8/10/2020 16:00,66,43,repNone,,FALSE,Yes,Travel,"CDC is helping travelers understand the #COVID19 risk in each country. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/F4iOnKcr7h"
https://twitter.com/CDCtravel/status/1292572366644666370,Fri Aug 06 19:29:31 +0000 2010,8/9/2020 21:24,9,5,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you get sick and need to go to the hospital, resources may be limited in some countries. Before you make travel plans, check the COVID-19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/pGGxVg3k2P"
https://twitter.com/CDCtravel/status/1292197143072116745,Fri Aug 06 19:29:31 +0000 2010,8/8/2020 20:33,10,6,repNone,,FALSE,Yes,Travel,"Most countries have a Level 3 Travel Health Notice. CDC recommends people avoid all nonessential travel to Level 3 countries. Before you make travel plans, check the #COVID19 risk at your destination: https://t.co/SBxTlr2uJa https://t.co/G4AY63lJxH"
https://twitter.com/CDCtravel/status/1291796422019481603,Fri Aug 06 19:29:31 +0000 2010,8/7/2020 18:00,2,2,repNone,,FALSE,Yes,Travel; Prevention,"Travel increases your chances of getting and spreading #COVID19. To protect yourself and others, you may want to rethink your travel. https://t.co/SBxTlr2uJa https://t.co/2dCvMbk6uD"
https://twitter.com/CDCtravel/status/1291500304547098626,Fri Aug 06 19:29:31 +0000 2010,8/6/2020 22:24,75,60,repNone,,FALSE,Yes,Travel,"Travel increases your chance of getting and spreading #COVID19. If you have international travel plans, learn about the COVID-19 risk at your destination. https://t.co/SBxTlr2uJa https://t.co/ap6rH7AKCu"
https://twitter.com/CDCtravel/status/1291153014452084736,Fri Aug 06 19:29:31 +0000 2010,8/5/2020 23:24,102,68,repNone,,FALSE,Yes,Travel; Prevention,Travel increases your chances of getting and spreading #COVID19. Staying home is the best way to protect yourself and others from getting sick. Learn more: https://t.co/PEjiUELNbK https://t.co/TCbGMXkQFH
